FECHA,Δh1,Mh1,Mv1,Delta_foF2_1,slope_foF2_1,foF2_max_SW1,foF2_min_SW1,foF2_drop_SW1,num_muestras_foF2_SW1,delta_inicio_SW1_min,delta_fin_SW1_min,extremos_validos_SW1,tiempo_real_SW1_min,Δh2,Mh2,Mv2,Delta_foF2_2,slope_foF2_2,foF2_max_SW2,foF2_min_SW2,foF2_drop_SW2,num_muestras_foF2_SW2,delta_inicio_SW2_min,delta_fin_SW2_min,extremos_validos_SW2,tiempo_real_SW2_min,F_DENSITY,Bz_mean_16_19,Bz_min_16_19,Bz_slope_16_19,E_mean_16_19,E_max_16_19,E_slope_16_19,SW_speed_mean_16_19,SW_speed_std_16_19,SW_speed_slope_16_19,Dst_mean_16_19,Dst_min_16_19,Pdyn_mean_16_19,Pdyn_max_16_19,BY_mean_16_19,Kp_last_6h_mean,Kp_last_6h_max,Kp_last_6h_sum,F10.7_Index,num_registros_16_19,num_registros_kp_13_18
2013-08-31,,,,,,,,,0,,,False,,,406.2,,,,8.2,,,1,60.0,0.0,False,,8.2,-1.2,-1.2,,0.87,0.87,,433.0,,,-18.0,-18,1.52,1.52,3.6,,,,105.6,1,0
2013-09-01,,,,,,,,,0,30.0,0.0,False,,44.5,411.2,0.7416666666666667,-0.8000000000000007,-0.0133333333333333,8.8,8.0,0.8000000000000007,5,0.0,0.0,True,60.0,8.271428571428572,-0.925,-1.6,0.49,0.655,0.96,-0.24,471.25,13.696106502701172,-9.5,-27.5,-31,0.485,0.53,2.125,23.0,23.0,138.0,105.6,4,6
2013-09-02,,360.5,,,,8.6,,,1,60.0,0.0,False,,95.5,456.0,1.5916666666666666,-0.7999999999999998,-0.0133333333333333,8.6,7.8,0.7999999999999998,5,0.0,0.0,True,60.0,8.26,1.925,1.3,-0.2299999999999999,-0.7875,-0.65,0.029,366.0,4.242640687119285,-3.2,-14.0,-17,1.2574999999999998,1.3,-1.275,10.0,13.0,60.0,107.5,4,6
2013-09-03,,344.0,,,,9.2,,,1,30.0,-30.0,False,,,,,,,,,,0,15.0,0.0,False,,9.08,0.75,-0.1,-0.5599999999999999,-0.4375,0.13,0.383,440.25,4.425306015783918,2.9,-13.75,-20,1.41,1.48,-1.2000000000000002,25.0,33.0,150.0,107.9,4,6
2013-09-04,-6.800000000000011,374.7,-0.1133333333333335,-0.6000000000000014,-0.01,9.8,9.2,0.6000000000000014,5,0.0,0.0,True,60.0,84.5,452.4,1.4083333333333334,-0.8999999999999986,-0.0149999999999999,9.2,8.3,0.8999999999999986,5,0.0,0.0,True,60.0,9.18888888888889,0.5750000000000001,-0.5,0.53,-0.3249999999999999,0.31,-0.314,439.0,7.393691004272944,-5.6,-8.5,-11,0.8925,1.0,-0.875,15.0,17.0,90.0,111.1,4,6
2013-09-05,,363.9,,,,9.7,,,1,60.0,0.0,False,,,,,,,,,,0,0.0,-15.0,False,,9.425,0.275,-0.5,0.39,-0.29,-0.08,-0.094,411.75,6.601767440112787,3.1,-9.5,-12,0.7275,0.96,-2.025,8.5,10.0,51.0,111.9,4,6
2013-09-06,,,,,,,,,0,15.0,0.0,False,,24.30000000000001,411.4,0.4050000000000002,-0.5999999999999996,-0.0099999999999999,8.7,8.1,0.5999999999999996,5,0.0,0.0,True,60.0,8.483333333333333,-3.55,-4.2,-0.0200000000000001,1.215,1.51,0.034,391.0,16.990193249832878,-2.2,-17.75,-20,0.7825,0.94,-1.55,18.5,20.0,111.0,102.9,4,6
2013-09-07,,,,,,,,,0,,,False,,,,,,,,,,0,15.0,0.0,False,,6.5,-0.3,-2.1,0.2,-0.0975,0.51,-0.0769999999999999,359.25,3.8622100754188224,1.9,1.0,0,1.5975,1.79,-2.5,5.0,7.0,30.0,100.0,4,6
2013-09-08,,,,,,,,,0,,,False,,,,,,,,,,0,15.0,0.0,False,,6.825000000000001,1.6,1.1,0.08,-0.4874999999999999,-0.33,-0.029,373.0,9.83192080250175,-0.4,-10.0,-12,0.605,0.67,1.15,3.5,7.0,21.0,97.1,4,6
2013-09-09,6.800000000000011,295.9,0.1133333333333335,-0.2000000000000001,-0.0033333333333333,7.2,5.7,1.5,13,0.0,0.0,True,60.0,70.19999999999999,361.9,1.1699999999999997,-1.0,-0.0166666666666666,6.8,5.8,1.0,11,0.0,0.0,True,60.0,6.356521739130436,0.25,0.1,-0.0199999999999999,0.0,0.06,0.0,313.0,2.309401076758503,-1.6,-2.75,-5,0.4525,0.49,1.15,5.0,7.0,30.0,95.6,4,6
2013-09-10,-10.5,396.2,-0.175,0.1999999999999993,0.0033333333333333,10.2,9.3,0.8999999999999986,13,0.0,0.0,True,60.0,87.30000000000001,427.8,1.4550000000000003,-1.0,-0.0166666666666666,9.5,8.4,1.0999999999999996,13,0.0,0.0,True,60.0,9.436,-1.525,-3.3,1.39,0.345,1.22,-0.532,381.75,6.701989754294367,4.9,-7.25,-11,3.0250000000000004,3.41,-2.375,25.0,27.0,150.0,96.2,4,6
2013-09-11,8.899999999999977,388.0,0.1483333333333329,-0.5,-0.0083333333333333,8.85,8.3,0.5499999999999989,13,0.0,0.0,True,60.0,82.90000000000003,453.3,1.507272727272728,-1.1000000000000003,-0.02,8.3,5.8,2.500000000000001,12,0.0,-4.999999999999929,True,55.0,8.160416666666666,-1.0,-2.3,-0.76,0.1699999999999999,0.69,0.286,398.0,3.915780041490244,-0.8,-0.25,-2,1.7025,1.89,-2.2,17.0,17.0,102.0,94.1,4,6
2013-09-12,13.5,355.5,0.225,0.1999999999999993,0.0033333333333333,9.5,,,2,0.0,0.0,True,60.0,-3.6999999999999886,366.7,-0.0616666666666664,-0.1999999999999993,-0.0033333333333333,9.7,9.3,0.3999999999999986,5,0.0,0.0,True,60.0,9.433333333333332,-1.5750000000000002,-2.1,-0.17,0.1674999999999999,0.37,0.037,445.75,10.1447851956888,7.3,-7.75,-10,2.93,3.45,-4.824999999999999,23.5,27.0,141.0,94.1,4,6
2013-09-13,39.60000000000002,375.5,0.6600000000000004,0.3000000000000007,0.005,8.6,8.2,0.4000000000000003,4,0.0,0.0,True,60.0,48.30000000000001,440.7,0.8050000000000002,-1.4000000000000004,-0.0233333333333333,8.5,7.1,1.4000000000000004,5,0.0,0.0,True,60.0,8.1125,2.925,2.1,-0.55,-1.96,-1.62,0.234,533.25,23.02715787933891,17.7,-5.5,-7,1.6150000000000002,1.82,-3.5500000000000003,16.5,23.0,99.0,92.7,4,6
2013-09-14,,,,,,,,,0,15.0,-15.0,False,,,,,,,,,,0,15.0,0.0,False,,8.383333333333335,0.15,-0.8,-0.8000000000000002,-0.255,0.18,0.348,468.5,13.7234592334926,-10.6,-3.0,-5,0.72,0.74,-1.6,8.5,10.0,51.0,93.6,4,6
2013-09-15,,286.2,,,,7.0,,,1,30.0,-30.0,False,,,,,,,,,,0,15.0,0.0,False,,7.739999999999999,-2.15,-3.6,-0.56,0.505,1.15,0.2499999999999999,375.0,3.559026084010437,-2.6,-2.5,-4,0.56,0.64,-3.125,8.5,10.0,51.0,93.8,4,6
2013-09-16,-23.700000000000045,295.4,-0.3950000000000007,-1.4500000000000002,-0.0241666666666666,7.25,5.8,1.4500000000000002,5,0.0,0.0,True,60.0,108.60000000000002,378.5,1.8100000000000005,0.0,0.0,7.2,5.8,1.4000000000000004,5,0.0,0.0,True,60.0,6.311111111111111,-0.4,-2.2,0.54,-0.1075,0.54,-0.229,369.75,9.429563439877091,2.3,-1.0,-4,0.955,1.12,-2.6500000000000004,6.5,10.0,39.0,95.5,4,6
2013-09-17,23.899999999999977,393.7,0.3983333333333329,0.1000000000000014,0.0016666666666666,9.3,9.1,0.200000000000001,5,0.0,0.0,True,60.0,36.69999999999999,430.4,0.6116666666666665,-0.8000000000000007,-0.0133333333333333,9.3,8.5,0.8000000000000007,5,0.0,0.0,True,60.0,9.044444444444444,0.0749999999999999,-2.0,1.09,0.4599999999999999,1.21,-0.424,377.25,8.05708797684788,-5.5,-5.5,-7,1.2825,1.57,5.225,25.0,30.0,150.0,99.7,4,6
2013-09-18,-6.0,374.5,-0.1,-0.5999999999999996,-0.0099999999999999,8.9,8.3,0.5999999999999996,5,0.0,0.0,True,60.0,36.19999999999999,426.8,0.6033333333333332,-1.3000000000000007,-0.0216666666666666,8.3,7.0,1.3000000000000007,5,0.0,0.0,True,60.0,8.211111111111112,-1.275,-3.3,0.45,0.89,2.12,-0.176,548.25,12.816005617976296,6.3,-7.25,-10,2.0125,2.24,1.775,25.0,27.0,150.0,105.1,4,6
2013-09-19,,,,,,,,,0,15.0,0.0,False,,74.5,478.7,1.2416666666666667,-1.5999999999999996,-0.0266666666666666,10.9,9.3,1.5999999999999996,5,0.0,0.0,True,60.0,10.3625,0.1249999999999999,-1.3,-0.09,-0.015,0.84,0.11,525.0,5.887840577551898,2.8,-13.25,-17,0.955,0.98,0.475,22.0,27.0,132.0,108.9,4,6
2013-09-20,,,,,,,,,0,15.0,0.0,False,,65.20000000000005,472.1,1.0866666666666671,-1.6000000000000003,-0.0266666666666666,9.3,7.7,1.6000000000000003,5,0.0,0.0,True,60.0,8.9,-1.075,-1.5,-0.2099999999999999,0.615,0.83,0.1079999999999999,427.25,9.7082439194738,-6.9,-8.0,-9,0.775,0.9,1.725,13.5,20.0,81.0,110.0,4,6
2013-09-21,-8.0,409.7,-0.1333333333333333,-1.5,-0.025,11.0,9.5,1.5,5,0.0,0.0,True,60.0,100.39999999999998,491.0,1.673333333333333,-1.1999999999999993,-0.0199999999999999,9.5,8.2,1.3000000000000007,5,0.0,0.0,True,60.0,9.68888888888889,-1.225,-1.9,0.0499999999999999,0.325,0.53,0.0639999999999999,407.75,3.593976442141304,-1.1,-5.0,-6,1.1675,1.18,-1.6,18.5,20.0,111.0,111.2,4,6
2013-09-22,9.200000000000044,391.1,0.1533333333333341,-0.4000000000000003,-0.0066666666666666,9.3,8.9,0.4000000000000003,3,0.0,0.0,True,60.0,84.59999999999997,475.7,1.4099999999999997,-1.2000000000000002,-0.02,8.9,7.7,1.2000000000000002,5,0.0,0.0,True,60.0,8.657142857142858,1.1749999999999998,-0.2,-0.4699999999999999,-0.35,0.35,0.2799999999999999,382.0,5.163977794943222,1.6,-3.0,-4,0.995,1.02,0.875,5.0,7.0,30.0,111.9,4,6
2013-09-23,31.69999999999999,358.5,0.5283333333333331,0.8000000000000007,0.0133333333333333,10.3,9.5,0.8000000000000007,13,0.0,0.0,True,60.0,73.59999999999997,430.4,1.226666666666666,-1.0,-0.0166666666666666,10.3,9.3,1.0,13,0.0,0.0,True,60.0,9.708,-2.175,-2.4,0.2499999999999999,0.995,1.12,-0.116,346.0,8.286535263104035,-5.8,-3.75,-7,1.095,1.16,3.125,15.0,17.0,90.0,108.5,4,6
2013-09-24,-2.0,375.9,-0.0333333333333333,-0.4499999999999993,-0.0074999999999999,9.45,9.0,0.4499999999999993,13,0.0,0.0,True,60.0,62.0,437.4,1.0333333333333334,-0.5999999999999996,-0.0099999999999999,9.0,8.4,0.5999999999999996,13,0.0,0.0,True,60.0,9.014,0.55,-0.4,0.1399999999999999,-0.48,-0.04,-0.064,435.0,4.69041575982343,2.6,-20.75,-23,1.2325,1.25,-2.25,11.5,13.0,69.0,110.9,4,6
2013-09-25,6.7999999999999545,388.4,0.1133333333333325,0.0500000000000007,0.0008333333333333,8.3,8.1,0.200000000000001,13,0.0,0.0,True,60.0,111.10000000000002,499.5,1.851666666666667,-1.700000000000001,-0.0283333333333333,8.3,6.6,1.700000000000001,13,0.0,0.0,True,60.0,7.939999999999999,2.0500000000000003,1.8,-0.1,-0.775,-0.65,0.0699999999999999,383.25,4.349329450233296,1.9,-9.0,-12,0.8150000000000001,1.01,-0.125,3.5,7.0,21.0,111.7,4,6
2013-09-26,6.2000000000000455,386.3,0.1033333333333341,-0.1500000000000003,-0.0025,9.25,8.4,0.8499999999999996,13,0.0,0.0,True,60.0,91.59999999999997,467.2,1.5266666666666662,-0.9000000000000004,-0.015,9.1,5.8,3.3,13,0.0,0.0,True,60.0,8.748,0.725,0.1,0.45,-0.33,-0.09,-0.188,317.25,7.41057802513857,5.3,0.75,-3,0.7449999999999999,0.8,-1.25,1.5,3.0,9.0,110.5,4,6
2013-09-27,-43.099999999999966,378.8,-0.7183333333333327,-2.0,-0.0333333333333333,8.8,5.8,3.000000000000001,13,0.0,0.0,True,60.0,152.3,425.3,2.5383333333333336,2.0,0.0333333333333333,8.2,5.8,2.3999999999999995,13,0.0,0.0,True,60.0,7.212000000000001,-0.625,-1.3,0.35,0.1175,0.36,-0.1389999999999999,306.75,3.095695936834452,1.5,3.25,2,0.855,0.91,-0.75,5.0,7.0,30.0,108.3,4,6
2013-09-28,-23.700000000000045,392.4,-0.3950000000000007,-0.9749999999999996,-0.0162499999999999,10.375,9.4,0.9749999999999996,13,0.0,0.0,True,60.0,115.5,475.3,1.925,-0.5999999999999996,-0.0099999999999999,9.5,8.8,0.6999999999999993,13,0.0,0.0,True,60.0,9.605,0.0,-0.6,0.2799999999999999,0.095,0.27,-0.0819999999999999,273.25,5.560275772537426,4.1,6.5,6,0.6575,0.73,1.4999999999999998,1.5,3.0,9.0,106.0,4,6
2013-09-29,20.19999999999999,397.2,0.3366666666666665,-0.3499999999999996,-0.0058333333333333,9.85,9.2,0.6500000000000004,13,0.0,0.0,True,60.0,58.10000000000002,462.6,0.9683333333333336,-1.0,-0.0166666666666666,9.5,8.5,1.0,13,0.0,0.0,True,60.0,9.318,1.35,1.2,0.04,-0.4424999999999999,-0.42,-0.007,272.0,6.48074069840786,-4.8,10.25,9,2.2625,2.68,-1.35,13.5,17.0,81.0,103.4,4,6
2013-09-30,1.1999999999999886,361.0,0.0199999999999998,0.25,0.0041666666666666,10.0,9.3,0.6999999999999993,5,0.0,0.0,True,60.0,57.39999999999998,418.4,0.9566666666666664,-0.5,-0.0083333333333333,10.0,9.3,0.6999999999999993,5,0.0,0.0,True,60.0,9.47222222222222,-0.45,-1.4,0.64,-0.13,0.13,-0.176,256.75,2.753785273643051,1.9,8.5,8,0.9725,1.14,-3.925,1.5,3.0,9.0,105.2,4,6
2013-10-01,,,,,,,,,0,15.0,-15.0,False,,,,,,,,,,0,15.0,0.0,False,,9.114285714285714,-2.1,-2.6,0.22,0.595,0.82,-0.204,363.5,7.54983443527075,5.4,-5.5,-8,1.68,1.77,-1.625,21.5,23.0,129.0,107.0,4,6
2013-10-02,,269.6,,,,7.1,,,1,30.0,-30.0,False,,,,,,,,,,0,15.0,0.0,False,,6.76,-2.825,-4.3,0.43,1.725,2.7,-0.3020000000000001,572.75,17.114808402861737,-11.3,-49.75,-54,2.17,3.11,1.125,52.0,57.0,312.0,108.3,4,6
2013-10-03,,,,,,,,,0,,,False,,,,,,,,,,0,15.0,-15.0,False,,7.266666666666667,3.7,3.0,-0.1999999999999999,-1.6925,-1.37,0.121,405.5,7.416198487095663,-2.0,-26.25,-27,0.355,0.44,-2.525,8.5,17.0,51.0,113.9,4,6
2013-10-04,,,,,,,,,0,15.0,-15.0,False,,,,,,,,,,0,15.0,0.0,False,,8.766666666666667,1.475,1.2,-0.2299999999999999,-0.6525,-0.58,0.061,361.75,2.5,-1.3,-15.25,-17,0.3675,0.4,-1.5499999999999998,1.5,3.0,9.0,109.2,4,6
2013-10-05,,,,,,,,,0,0.0,-30.0,False,,,,,,,,,,0,15.0,0.0,False,,9.15,0.75,0.5,0.0599999999999999,-0.3125,-0.26,-0.0209999999999999,322.5,2.3804761428476167,-1.8,-7.75,-9,0.4599999999999999,0.47,-1.025,0.0,0.0,0.0,105.9,4,6
2013-10-06,,,,,,,,,0,,,False,,,,,,,,,,0,15.0,0.0,False,,7.0,0.7000000000000001,-0.6,0.68,-0.1525,0.34,-0.215,308.0,2.943920288775949,-1.4,-8.25,-10,0.7799999999999999,0.86,0.9,8.0,13.0,48.0,106.5,4,6
2013-10-07,,,,,,,,,0,,,False,,,,,,,,,,0,15.0,0.0,False,,7.1,0.8,-1.2,0.5799999999999998,0.0024999999999999,0.59,-0.209,299.75,5.057996968497839,3.1,-11.0,-12,0.895,1.01,3.5,7.0,7.0,42.0,111.8,4,6
2013-10-08,,,,,,,,,0,45.0,0.0,False,,4.699999999999989,349.7,0.0783333333333331,0.3000000000000007,0.005,9.8,9.4,0.4000000000000003,5,0.0,0.0,True,60.0,9.5,2.775,-2.5,0.3700000000000001,0.095,2.74,-0.328,491.25,55.48197905626655,32.5,-27.0,-66,11.6225,15.47,12.25,53.5,57.0,321.0,111.7,4,6
2013-10-09,8.5,400.9,0.1416666666666666,-0.200000000000001,-0.0033333333333333,9.7,9.2,0.5,3,0.0,0.0,True,60.0,113.40000000000003,488.3,1.8900000000000008,-1.0,-0.0166666666666666,9.3,8.2,1.1000000000000014,5,0.0,0.0,True,60.0,9.071428571428571,1.5500000000000005,-2.6,-3.18,0.0649999999999999,1.98,1.5080000000000002,471.0,7.483314773547883,-3.6,-14.5,-26,3.1875,3.74,7.424999999999999,25.0,33.0,150.0,113.1,4,6
2013-10-10,6.100000000000023,354.5,0.101666666666667,-0.0999999999999996,-0.0016666666666666,9.6,9.3,0.2999999999999989,4,0.0,0.0,True,60.0,110.2,464.7,1.8366666666666664,-0.5,-0.0083333333333333,9.3,8.8,0.5,5,0.0,0.0,True,60.0,9.275,1.075,0.2,-0.5700000000000001,-0.16,0.25,0.248,421.0,2.449489742783178,-1.2,-21.0,-23,0.8125,1.1,2.925,8.5,10.0,51.0,120.3,4,6
2013-10-11,,,,,,,,,0,15.0,0.0,False,,34.80000000000001,442.5,0.5800000000000002,-0.7000000000000011,-0.0116666666666666,8.9,8.2,0.7000000000000011,5,0.0,0.0,True,60.0,8.557142857142859,0.3,-0.1,0.06,0.115,0.27,-0.018,378.75,3.8622100754188224,-0.3,-11.5,-13,0.5375,0.58,2.625,8.5,10.0,51.0,128.5,4,6
2013-10-12,,,,,,,,,0,0.0,-30.0,False,,,,,,,,,,0,15.0,0.0,False,,8.566666666666665,-1.5,-2.1,0.36,0.2925,0.64,-0.221,386.25,8.73212459828649,-3.3,-6.5,-11,1.3275,1.56,-3.25,21.5,23.0,129.0,127.3,4,6
2013-10-13,17.30000000000001,396.2,0.2883333333333335,0.0,0.0,9.0,7.8,1.2000000000000002,5,0.0,0.0,True,60.0,47.69999999999999,443.9,0.7949999999999998,-0.9000000000000004,-0.015,8.9,8.0,0.9000000000000004,5,0.0,0.0,True,60.0,8.555555555555555,-1.1,-1.6,-0.2800000000000001,0.32,0.49,0.114,328.75,3.5,-2.7,-5.0,-10,0.93,1.04,-0.45,3.5,7.0,21.0,128.6,4,6
2013-10-14,,,,,,,,,0,15.0,0.0,False,,94.09999999999997,448.9,1.5683333333333327,-0.0999999999999996,-0.0016666666666666,9.5,9.1,0.4000000000000003,5,0.0,0.0,True,60.0,9.1375,-0.8250000000000001,-2.1,0.53,1.0125,1.68,-0.339,465.0,8.86942313043338,-4.4,-40.5,-42,3.5700000000000003,3.86,6.374999999999999,40.0,40.0,240.0,124.3,4,6
2013-10-15,,,,,,,,,0,,,False,,,,,,,,,,0,15.0,0.0,False,,6.925,-0.4000000000000001,-1.8,-0.0399999999999999,0.4225,1.22,0.013,529.25,3.5,2.1,-17.25,-22,1.48,1.61,1.925,20.0,30.0,120.0,124.5,4,6
2013-10-16,,,,,,,,,0,,,False,,,,,,,,,,0,15.0,0.0,False,,9.6,-0.525,-1.7,-1.0699999999999998,0.1924999999999999,0.84,0.609,469.75,5.377421934967226,-3.9,-11.25,-14,1.06,1.06,-0.4250000000000001,20.0,23.0,120.0,127.2,4,6
2013-10-17,-25.899999999999977,420.1,-0.4316666666666663,-1.8000000000000007,-0.03,11.5,9.7,1.8000000000000007,5,0.0,0.0,True,60.0,58.099999999999966,455.0,0.9683333333333328,-0.6999999999999993,-0.0116666666666666,9.8,9.0,0.8000000000000007,5,0.0,0.0,True,60.0,10.166666666666666,-0.375,-0.7,0.0299999999999999,0.245,0.32,-2.775557561562892e-18,393.25,6.238322424070967,-4.1,-14.25,-16,0.4499999999999999,0.5,1.25,11.5,13.0,69.0,135.1,4,6
2013-10-18,,,,,,,,,0,,,False,,,,,,,,,,0,15.0,0.0,False,,7.2,2.125,1.5,0.03,-0.655,-0.4,0.058,369.5,3.0,-0.6,-5.75,-6,0.6075,0.74,1.325,10.0,17.0,60.0,138.8,4,6
2013-10-19,,246.7,,,,4.3,,,1,60.0,0.0,False,,213.1,459.8,3.551666666666667,2.4000000000000004,0.04,6.8,4.3,2.5,5,0.0,0.0,True,60.0,6.02,0.7,-0.7,1.06,-0.17,0.22,-0.282,314.25,7.41057802513857,3.5,-5.5,-8,0.3424999999999999,0.44,0.75,0.0,0.0,0.0,131.6,4,6
2013-10-20,,,,,,,,,0,45.0,0.0,False,,98.7,512.4,1.6449999999999998,-2.3000000000000007,-0.0383333333333333,10.8,8.5,2.3000000000000007,5,0.0,0.0,True,60.0,10.183333333333332,-2.425,-2.5,-0.01,0.74,0.78,-0.014,301.75,2.217355782608345,-0.1,-1.25,-4,0.8400000000000001,1.09,0.275,6.5,10.0,39.0,132.2,4,6
2013-10-21,23.399999999999977,440.9,0.3899999999999996,-1.6000000000000014,-0.0266666666666666,13.3,11.7,1.6000000000000014,5,0.0,0.0,True,60.0,80.89999999999998,521.8,1.348333333333333,-3.999999999999999,-0.0666666666666666,11.7,7.7,3.999999999999999,5,0.0,0.0,True,60.0,11.366666666666667,3.05,2.5,-0.2199999999999999,-0.9825,-0.93,0.0209999999999999,296.0,11.16542281629615,8.6,6.5,6,1.0625,1.49,-1.65,1.5,3.0,9.0,134.5,4,6
2013-10-22,26.19999999999999,387.4,0.4366666666666665,-0.0500000000000007,-0.0008333333333333,10.0,9.5,0.5,5,0.0,0.0,True,60.0,90.5,474.0,1.5083333333333333,-0.5,-0.0083333333333333,9.5,9.0,0.5,5,0.0,0.0,True,60.0,9.47222222222222,-1.1,-3.5,1.56,0.115,0.92,-0.5399999999999999,337.0,8.12403840463596,-6.2,2.0,0,1.215,1.38,-4.075,18.5,20.0,111.0,144.8,4,6
2013-10-23,15.800000000000011,362.2,0.2633333333333335,-0.200000000000001,-0.0033333333333333,9.3,7.2,2.1000000000000005,5,0.0,0.0,True,60.0,64.10000000000002,426.3,1.0683333333333338,-2.3,-0.0383333333333333,9.1,5.7,3.3999999999999995,5,0.0,0.0,True,60.0,7.888888888888887,1.6749999999999998,0.1,-1.25,-0.7375,-0.31,0.351,315.75,7.041543391425869,-4.3,-1.25,-5,0.885,1.01,-3.625,1.5,3.0,9.0,151.1,4,6
2013-10-24,16.200000000000045,347.1,0.2700000000000007,-0.1500000000000003,-0.0025,9.1,7.2,1.8999999999999997,5,0.0,0.0,True,60.0,99.09999999999997,431.2,1.6516666666666662,-0.5,-0.0083333333333333,8.5,7.0,1.5,5,0.0,0.0,True,60.0,8.149999999999999,0.475,0.1,0.05,-0.3625,-0.21,-0.009,307.5,8.225975119502044,-3.8,0.5,-3,0.6525000000000001,0.75,-3.825,0.0,0.0,0.0,158.8,4,6
2013-10-25,-14.300000000000011,332.3,-0.2383333333333335,-1.6500000000000004,-0.0275,8.9,6.6,2.3000000000000007,5,0.0,0.0,True,60.0,89.5,393.2,1.4916666666666667,0.1000000000000005,0.0016666666666666,8.8,5.8,3.000000000000001,5,0.0,0.0,True,60.0,7.838888888888889,-1.125,-1.6,0.45,0.2474999999999999,0.42,-0.149,313.25,6.994045086119096,-4.9,4.0,2,0.75,0.84,-1.95,6.5,10.0,39.0,159.6,4,6
2013-10-26,-30.69999999999999,362.3,-0.5116666666666665,-1.5,-0.025,8.8,6.6,2.200000000000001,5,0.0,0.0,True,60.0,,,,,,,,,0,0.0,-15.0,False,,7.475,0.55,-0.9,1.2600000000000002,-0.3375,0.12,-0.393,292.5,7.047458170621991,4.6,3.25,2,0.7849999999999999,1.0,-3.1499999999999995,6.5,10.0,39.0,169.7,4,6
2013-10-27,18.399999999999977,338.5,0.3066666666666663,-0.25,-0.0041666666666666,8.4,5.85,2.5500000000000007,5,0.0,0.0,True,60.0,72.89999999999998,411.4,1.2149999999999996,-0.8999999999999995,-0.0149999999999999,8.1,4.7,3.3999999999999995,5,0.0,0.0,True,60.0,7.1000000000000005,0.9,-0.7,0.8200000000000001,-0.1399999999999999,0.28,-0.192,278.25,3.2015621187164243,2.1,7.75,6,2.06,2.18,2.15,5.0,10.0,30.0,164.8,4,6
2013-10-28,,,,,,,,,0,,,False,,,,,,,,,,0,,,False,,,1.1999999999999995,-1.1,-0.92,-0.515,0.27,0.3259999999999999,292.25,2.6299556396765835,0.3,7.75,7,0.93,1.04,-3.475,0.0,0.0,0.0,157.8,4,6
